               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 153,            0.016842,           0.0037155,          0.00081544,             0.99862,             0.99947,             0.99497,             0.79275,            0.017018,           0.0026175,           0.0002912,           0.0030841,           0.0030841,           0.0030841
                 154,            0.017026,           0.0035888,           0.0010331,             0.99857,             0.99947,             0.99497,             0.79352,            0.017011,           0.0026193,          0.00029185,           0.0030415,           0.0030415,           0.0030415
                 155,            0.016799,           0.0036398,          0.00095094,             0.99865,             0.99947,             0.99497,             0.79465,            0.017015,           0.0026208,          0.00029233,           0.0029996,           0.0029996,           0.0029996
                 156,            0.016772,           0.0036176,          0.00086771,             0.99854,             0.99947,             0.99497,             0.79278,            0.017028,           0.0026211,          0.00029339,           0.0029584,           0.0029584,           0.0029584
                 157,            0.016952,           0.0036609,           0.0009379,             0.99848,             0.99947,             0.99497,             0.79396,            0.017041,           0.0026205,          0.00029224,           0.0029179,           0.0029179,           0.0029179
                 158,            0.016865,           0.0036423,          0.00086606,              0.9984,             0.99947,             0.99497,             0.79507,            0.017039,           0.0026177,          0.00029295,           0.0028783,           0.0028783,           0.0028783
                 159,            0.016861,           0.0036445,           0.0010579,             0.99845,             0.99947,             0.99497,             0.79435,            0.017048,           0.0026172,          0.00029188,           0.0028394,           0.0028394,           0.0028394
                 160,            0.016657,           0.0036366,          0.00088178,              0.9986,             0.99947,             0.99497,             0.79346,            0.017051,           0.0026174,          0.00028776,           0.0028013,           0.0028013,           0.0028013
                 161,            0.016501,           0.0036074,          0.00093813,             0.99872,             0.99947,             0.99497,             0.79386,            0.017059,           0.0026184,          0.00028688,           0.0027639,           0.0027639,           0.0027639
                 162,            0.016608,           0.0035928,          0.00081516,             0.99869,             0.99947,             0.99497,             0.79411,            0.017068,           0.0026184,          0.00028618,           0.0027274,           0.0027274,           0.0027274
                 163,            0.016636,           0.0036622,          0.00096524,              0.9987,             0.99947,             0.99497,             0.79312,            0.017065,           0.0026173,          0.00028469,           0.0026917,           0.0026917,           0.0026917
                 164,            0.016509,           0.0036366,          0.00081792,             0.99869,             0.99947,             0.99496,             0.79362,            0.017069,           0.0026173,          0.00028427,           0.0026568,           0.0026568,           0.0026568
                 165,            0.016514,           0.0036208,          0.00087505,             0.99868,             0.99947,             0.99497,             0.79267,            0.017078,           0.0026175,          0.00028322,           0.0026227,           0.0026227,           0.0026227
                 166,            0.016538,           0.0035938,          0.00085617,             0.99847,             0.99947,             0.99497,             0.79207,            0.017086,           0.0026186,          0.00028178,           0.0025894,           0.0025894,           0.0025894
                 167,            0.016513,           0.0036193,          0.00086581,             0.99845,             0.99947,             0.99497,             0.79156,            0.017091,           0.0026204,          0.00027958,            0.002557,            0.002557,            0.002557
                 168,            0.016433,           0.0036089,          0.00090056,             0.99847,             0.99947,             0.99496,             0.79171,            0.017102,           0.0026219,          0.00027831,           0.0025255,           0.0025255,           0.0025255
                 169,            0.016368,           0.0036127,          0.00083989,             0.99842,             0.99947,             0.99496,             0.79197,            0.017106,           0.0026222,          0.00027671,           0.0024948,           0.0024948,           0.0024948
                 170,            0.016408,           0.0035643,          0.00073146,             0.99875,              0.9991,             0.99497,             0.79202,            0.017105,           0.0026223,          0.00027545,           0.0024649,           0.0024649,           0.0024649
                 171,            0.016507,           0.0035755,          0.00090646,             0.99876,             0.99908,             0.99497,              0.7922,            0.017106,           0.0026234,          0.00027587,            0.002436,            0.002436,            0.002436
                 172,            0.016345,           0.0036224,          0.00077043,             0.99877,             0.99906,             0.99497,             0.79195,            0.017096,           0.0026219,          0.00027595,           0.0024079,           0.0024079,           0.0024079
                 173,            0.016528,           0.0035836,          0.00078782,             0.99877,             0.99907,             0.99497,             0.79062,            0.017091,           0.0026217,          0.00027388,           0.0023807,           0.0023807,           0.0023807
                 174,             0.01615,           0.0035871,          0.00082438,             0.99876,             0.99912,             0.99497,             0.79101,            0.017085,           0.0026216,          0.00027152,           0.0023544,           0.0023544,           0.0023544
                 175,            0.016381,            0.003574,          0.00082176,             0.99877,             0.99913,             0.99497,             0.79036,            0.017085,           0.0026214,          0.00026991,            0.002329,            0.002329,            0.002329
                 176,            0.016228,           0.0035361,          0.00079263,             0.99876,             0.99916,             0.99497,              0.7917,            0.017087,           0.0026226,            0.000269,           0.0023045,           0.0023045,           0.0023045
                 177,            0.016353,           0.0035487,           0.0008397,             0.99875,             0.99919,             0.99497,             0.79175,             0.01709,           0.0026231,          0.00026813,           0.0022809,           0.0022809,           0.0022809
                 178,            0.016103,           0.0035477,          0.00074329,             0.99852,             0.99947,             0.99497,             0.79041,            0.017096,           0.0026236,          0.00026642,           0.0022582,           0.0022582,           0.0022582
                 179,            0.016066,           0.0035443,          0.00076379,             0.99857,             0.99947,             0.99497,             0.79075,            0.017102,           0.0026245,          0.00026552,           0.0022365,           0.0022365,           0.0022365
                 180,            0.016229,           0.0035919,          0.00073189,             0.99867,             0.99946,             0.99497,             0.79012,            0.017105,           0.0026248,          0.00026414,           0.0022157,           0.0022157,           0.0022157
                 181,            0.016204,           0.0035121,          0.00069043,             0.99868,             0.99947,             0.99497,             0.79035,            0.017108,           0.0026253,          0.00026314,           0.0021958,           0.0021958,           0.0021958
                 182,            0.016018,           0.0035326,           0.0008475,             0.99862,             0.99947,             0.99497,             0.79066,            0.017108,           0.0026262,           0.0002628,           0.0021768,           0.0021768,           0.0021768
                 183,            0.016031,            0.003563,          0.00074362,             0.99868,             0.99947,             0.99497,             0.78941,            0.017109,           0.0026271,          0.00026167,           0.0021588,           0.0021588,           0.0021588
                 184,            0.016031,           0.0035268,          0.00070561,             0.99864,             0.99947,             0.99497,              0.7891,            0.017109,           0.0026276,          0.00026097,           0.0021418,           0.0021418,           0.0021418
                 185,            0.016135,           0.0035574,          0.00068288,             0.99859,             0.99946,             0.99497,             0.78865,            0.017113,           0.0026279,          0.00026033,           0.0021257,           0.0021257,           0.0021257
                 186,            0.015914,           0.0035355,          0.00088168,             0.99869,             0.99947,             0.99496,             0.78903,            0.017114,           0.0026285,          0.00025932,           0.0021105,           0.0021105,           0.0021105
                 187,            0.016244,           0.0034632,          0.00090397,              0.9987,             0.99946,             0.99496,             0.78943,            0.017115,           0.0026286,          0.00025903,           0.0020963,           0.0020963,           0.0020963
                 188,            0.015888,           0.0034452,          0.00070267,             0.99875,             0.99947,             0.99496,             0.78971,            0.017118,           0.0026288,          0.00025847,           0.0020831,           0.0020831,           0.0020831
                 189,            0.016041,           0.0036234,          0.00083495,              0.9988,             0.99947,             0.99496,             0.78936,            0.017119,           0.0026285,          0.00025774,           0.0020709,           0.0020709,           0.0020709
                 190,            0.015849,           0.0035545,          0.00075061,             0.99873,             0.99947,             0.99496,              0.7896,            0.017122,           0.0026288,          0.00025727,           0.0020596,           0.0020596,           0.0020596
                 191,            0.015908,           0.0035037,          0.00075135,             0.99867,             0.99947,             0.99496,             0.79012,            0.017124,           0.0026286,          0.00025676,           0.0020492,           0.0020492,           0.0020492
                 192,            0.015911,            0.003525,          0.00085465,             0.99862,             0.99947,             0.99495,             0.79055,            0.017124,           0.0026294,          0.00025645,           0.0020399,           0.0020399,           0.0020399
                 193,            0.016064,           0.0034718,           0.0007665,             0.99857,             0.99947,             0.99495,             0.79007,            0.017125,           0.0026295,           0.0002561,           0.0020315,           0.0020315,           0.0020315
                 194,            0.015881,           0.0035047,          0.00067633,             0.99879,             0.99921,             0.99495,             0.79122,            0.017125,           0.0026297,          0.00025605,           0.0020242,           0.0020242,           0.0020242
                 195,            0.015847,           0.0035345,          0.00075704,              0.9988,             0.99917,             0.99495,             0.79193,            0.017131,           0.0026299,          0.00025596,           0.0020178,           0.0020178,           0.0020178
                 196,            0.015802,           0.0034806,          0.00065564,              0.9988,             0.99915,             0.99495,             0.79141,            0.017134,           0.0026298,          0.00025542,           0.0020123,           0.0020123,           0.0020123
                 197,            0.015897,           0.0034531,          0.00071991,             0.99879,             0.99917,             0.99495,             0.79171,            0.017133,           0.0026299,           0.0002547,           0.0020079,           0.0020079,           0.0020079
                 198,            0.015887,           0.0034649,          0.00067247,             0.99878,             0.99921,             0.99495,             0.79195,            0.017134,           0.0026298,          0.00025394,           0.0020044,           0.0020044,           0.0020044
                 199,            0.015972,           0.0035135,          0.00079053,             0.99876,             0.99922,             0.99495,             0.79135,            0.017132,           0.0026297,          0.00025368,            0.002002,            0.002002,            0.002002
